36,27275845;0,020091251
41,46051587;0,040700802
46,64962766;0,065426598
51,83855751;0,089599466
57,02635536;0,11033189
62,21771274;0,141882597
67,40976898;0,175557301
72,60050297;0,205213375
77,79531927;0,247276549
82,98939976;0,287103435
88,3026516;0,331251811
93,38537159;0,390496266
98,58576302;0,449503624
103,7852206;0,505672617
108,9890929;0,575259339
114,1926445;0,643871269
119,3961018;0,712196495
124,6022948;0,788836126
129,8102464;0,870820732
135,0199163;0,95802744
140,2302128;1,047138679
145,4398867;1,134357674
150,3354304;1,221176795
155,3544653;1,316270042
160,3679709;1,412910636
165,345097;1,509098853
170,560346;1,613262032
175,7754819;1,717081168
180,7555767;1,822291948
185,734681;1,92449234
190,4751636;2,01720177
195,1028253;2,124890468
200,0928033;2,227605029
208,1077269;2,403621357
213,2472368;2,516174579
218,2898498;2,616191805
222,7354294;2,723559346
227,9536971;2,836897042
233,1737572;2,955682107
238,5482628;3,066705622
243,4183759;3,171666611
247,4093232;3,276719137
252,1559313;3,388045688
257,3731268;3,498124519
261,8976428;3,585130478
266,3861967;3,692973047
270,6570806;3,789934939
274,6909791;3,882378798
